symbol,date,long_shares,short_shares,close,equity,market_value,margin,unrealized_pnl
GE,2017-08-04,36,0,154.81,5573.05,5573.05,0.0,-1285.31
AMD,2017-08-04,2099,0,13.12,27538.88,27538.88,0.0,3652.26
COHU,2017-08-04,1229,0,17.65,21691.85,21691.85,0.0,4817.68
MSFT,2017-08-04,111,0,72.68,8067.48,8067.48,0.0,1137.75
TXN,2017-08-04,95,0,81.43,7735.85,7735.85,0.0,742.9
CGNX,2017-08-04,537,0,50.15,26933.23,26933.23,0.0,9770.71
IBM,2017-08-07,44,0,137.16,6035.07,6035.07,0.0,-1057.45
HPQ,2017-08-07,480,0,19.32,9273.6,9273.6,0.0,2059.2
INTC,2017-08-07,191,0,36.43,6958.13,6958.13,0.0,-24.83
GE,2017-08-07,36,0,153.91,5540.62,5540.62,0.0,-1317.74
AMD,2017-08-07,2099,0,13.43,28189.57,28189.57,0.0,4302.95
COHU,2017-08-07,1229,0,17.84,21925.36,21925.36,0.0,5051.19
MSFT,2017-08-07,111,0,72.4,8036.4,8036.4,0.0,1106.67
TXN,2017-08-07,95,0,82.17,7806.15,7806.15,0.0,813.2
CGNX,2017-08-07,537,0,51.77,27800.49,27800.49,0.0,10637.97
IBM,2017-08-08,44,0,135.86,5977.86,5977.86,0.0,-1114.66
HPQ,2017-08-08,480,0,19.32,9273.6,9273.6,0.0,2059.2
INTC,2017-08-08,191,0,36.41,6954.31,6954.31,0.0,-28.65
GE,2017-08-08,36,0,153.49,5525.49,5525.49,0.0,-1332.87
AMD,2017-08-08,2099,0,13.11,27517.89,27517.89,0.0,3631.27
COHU,2017-08-08,1229,0,17.66,21704.14,21704.14,0.0,4829.97
MSFT,2017-08-08,111,0,72.79,8079.69,8079.69,0.0,1149.96
TXN,2017-08-08,95,0,82.45,7832.75,7832.75,0.0,839.8
CGNX,2017-08-08,537,0,51.44,27620.6,27620.6,0.0,10458.08
IBM,2017-08-09,44,0,135.54,5963.56,5963.56,0.0,-1128.96
HPQ,2017-08-09,480,0,19.32,9273.6,9273.6,0.0,2059.2
INTC,2017-08-09,191,0,36.59,6988.69,6988.69,0.0,5.73
GE,2017-08-09,36,0,154.39,5557.92,5557.92,0.0,-1300.44
AMD,2017-08-09,2099,0,12.83,26930.17,26930.17,0.0,3043.55
COHU,2017-08-09,1229,0,17.77,21839.33,21839.33,0.0,4965.16
MSFT,2017-08-09,111,0,72.47,8044.17,8044.17,0.0,1114.44
TXN,2017-08-09,95,0,82.28,7816.6,7816.6,0.0,823.65
CGNX,2017-08-09,537,0,51.35,27577.63,27577.63,0.0,10415.11
IBM,2017-08-10,44,0,135.6,5966.5,5966.5,0.0,-1126.02
HPQ,2017-08-10,480,0,18.9,9072.0,9072.0,0.0,1857.6
INTC,2017-08-10,191,0,36.14,6902.74,6902.74,0.0,-80.22
GE,2017-08-10,36,0,151.92,5469.28,5469.28,0.0,-1389.08
AMD,2017-08-10,2099,0,12.12,25439.88,25439.88,0.0,1553.26
COHU,2017-08-10,1229,0,17.26,21212.54,21212.54,0.0,4338.37
MSFT,2017-08-10,111,0,71.41,7926.51,7926.51,0.0,996.78
TXN,2017-08-10,95,0,80.36,7634.2,7634.2,0.0,641.25
CGNX,2017-08-10,537,0,49.91,26801.67,26801.67,0.0,9639.15
IBM,2017-08-11,44,0,135.6,5966.5,5966.5,0.0,-1126.02
HPQ,2017-08-11,480,0,18.9,9072.0,9072.0,0.0,1857.6
INTC,2017-08-11,191,0,35.87,6851.17,6851.17,0.0,-131.79
GE,2017-08-11,36,0,151.32,5447.67,5447.67,0.0,-1410.69
AMD,2017-08-11,2099,0,12.23,25670.77,25670.77,0.0,1784.15
COHU,2017-08-11,1229,0,17.43,21421.47,21421.47,0.0,4547.3
MSFT,2017-08-11,111,0,72.5,8047.5,8047.5,0.0,1117.77
TXN,2017-08-11,95,0,80.89,7684.55,7684.55,0.0,691.6
CGNX,2017-08-11,537,0,50.76,27258.12,27258.12,0.0,10095.6
IBM,2017-08-14,44,0,136.06,5986.69,5986.69,0.0,-1105.83
HPQ,2017-08-14,480,0,19.1,9168.0,9168.0,0.0,1953.6
INTC,2017-08-14,191,0,36.34,6940.94,6940.94,0.0,-42.02
GE,2017-08-14,36,0,152.28,5482.26,5482.26,0.0,-1376.1
AMD,2017-08-14,2099,0,12.76,26783.24,26783.24,0.0,2896.62
COHU,2017-08-14,1229,0,18.03,22158.87,22158.87,0.0,5284.7
MSFT,2017-08-14,111,0,73.59,8168.49,8168.49,0.0,1238.76
TXN,2017-08-14,95,0,82.05,7794.75,7794.75,0.0,801.8
CGNX,2017-08-14,537,0,51.94,27889.1,27889.1,0.0,10726.58
IBM,2017-08-15,44,0,135.82,5976.18,5976.18,0.0,-1116.34
HPQ,2017-08-15,480,0,19.04,9139.2,9139.2,0.0,1924.8
INTC,2017-08-15,191,0,36.0,6876.0,6876.0,0.0,-106.96
GE,2017-08-15,36,0,150.96,5434.7,5434.7,0.0,-1423.66
AMD,2017-08-15,2099,0,13.02,27328.98,27328.98,0.0,3442.36
COHU,2017-08-15,1229,0,17.9,21999.1,21999.1,0.0,5124.93
MSFT,2017-08-15,111,0,73.22,8127.42,8127.42,0.0,1197.69
TXN,2017-08-15,95,0,81.95,7785.25,7785.25,0.0,792.3
CGNX,2017-08-15,537,0,51.96,27899.84,27899.84,0.0,10737.32
IBM,2017-08-16,44,0,136.23,5994.26,5994.26,0.0,-1098.26
HPQ,2017-08-16,480,0,18.97,9105.6,9105.6,0.0,1891.2
INTC,2017-08-16,191,0,35.81,6839.71,6839.71,0.0,-143.25
GE,2017-08-16,36,0,150.72,5426.05,5426.05,0.0,-1432.31
AMD,2017-08-16,2099,0,12.63,26510.37,26510.37,0.0,2623.75
COHU,2017-08-16,1229,0,18.02,22146.58,22146.58,0.0,5272.41
MSFT,2017-08-16,111,0,73.65,8175.15,8175.15,0.0,1245.42
TXN,2017-08-16,95,0,82.46,7833.7,7833.7,0.0,840.75
CGNX,2017-08-16,537,0,51.9,27872.98,27872.98,0.0,10710.46
IBM,2017-08-17,44,0,134.51,5918.55,5918.55,0.0,-1173.97
HPQ,2017-08-17,480,0,18.64,8947.2,8947.2,0.0,1732.8
INTC,2017-08-17,191,0,35.17,6717.47,6717.47,0.0,-265.49
GE,2017-08-17,36,0,148.62,5350.39,5350.39,0.0,-1507.97
AMD,2017-08-17,2099,0,12.34,25901.66,25901.66,0.0,2015.04
COHU,2017-08-17,1229,0,17.52,21532.08,21532.08,0.0,4657.91
MSFT,2017-08-17,111,0,72.4,8036.4,8036.4,0.0,1106.67
TXN,2017-08-17,95,0,80.15,7614.25,7614.25,0.0,621.3
CGNX,2017-08-17,537,0,50.63,27190.99,27190.99,0.0,10028.47
IBM,2017-08-18,44,0,133.56,5876.48,5876.48,0.0,-1216.04
HPQ,2017-08-18,480,0,18.51,8884.8,8884.8,0.0,1670.4
INTC,2017-08-18,191,0,35.01,6686.91,6686.91,0.0,-296.05
GE,2017-08-18,36,0,147.42,5307.15,5307.15,0.0,-1551.21
AMD,2017-08-18,2099,0,12.37,25964.63,25964.63,0.0,2078.01
COHU,2017-08-18,1229,0,17.64,21679.56,21679.56,0.0,4805.39
MSFT,2017-08-18,111,0,72.49,8046.39,8046.39,0.0,1116.66
TXN,2017-08-18,95,0,79.97,7597.15,7597.15,0.0,604.2
CGNX,2017-08-18,537,0,50.76,27260.8,27260.8,0.0,10098.28
IBM,2017-08-21,44,0,134.16,5902.98,5902.98,0.0,-1189.54
HPQ,2017-08-21,480,0,18.57,8913.6,8913.6,0.0,1699.2
INTC,2017-08-21,191,0,34.92,6669.72,6669.72,0.0,-313.24
GE,2017-08-21,36,0,147.06,5294.18,5294.18,0.0,-1564.18
AMD,2017-08-21,2099,0,12.05,25292.95,25292.95,0.0,1406.33
COHU,2017-08-21,1229,0,17.37,21347.73,21347.73,0.0,4473.56
MSFT,2017-08-21,111,0,72.15,8008.65,8008.65,0.0,1078.92
TXN,2017-08-21,95,0,79.89,7589.55,7589.55,0.0,596.6
CGNX,2017-08-21,537,0,50.38,27056.74,27056.74,0.0,9894.22
IBM,2017-08-22,44,0,134.81,5931.59,5931.59,0.0,-1160.93
HPQ,2017-08-22,480,0,19.02,9129.6,9129.6,0.0,1915.2
INTC,2017-08-22,191,0,34.65,6618.15,6618.15,0.0,-364.81
GE,2017-08-22,36,0,147.72,5317.96,5317.96,0.0,-1540.4
AMD,2017-08-22,2099,0,12.17,25544.83,25544.83,0.0,1658.21
COHU,2017-08-22,1229,0,17.79,21863.91,21863.91,0.0,4989.74
MSFT,2017-08-22,111,0,73.16,8120.76,8120.76,0.0,1191.03
TXN,2017-08-22,95,0,80.75,7671.25,7671.25,0.0,678.3
CGNX,2017-08-22,537,0,51.04,27411.16,27411.16,0.0,10248.64
IBM,2017-08-23,44,0,135.89,5979.12,5979.12,0.0,-1113.4
HPQ,2017-08-23,480,0,18.86,9052.8,9052.8,0.0,1838.4
INTC,2017-08-23,191,0,34.66,6620.06,6620.06,0.0,-362.9
GE,2017-08-23,36,0,146.46,5272.56,5272.56,0.0,-1585.8
AMD,2017-08-23,2099,0,12.48,26195.52,26195.52,0.0,2308.9
COHU,2017-08-23,1229,0,17.49,21495.21,21495.21,0.0,4621.04
MSFT,2017-08-23,111,0,72.72,8071.92,8071.92,0.0,1142.19
TXN,2017-08-23,95,0,80.89,7684.55,7684.55,0.0,691.6
CGNX,2017-08-23,537,0,50.8,27279.6,27279.6,0.0,10117.08
IBM,2017-08-24,44,0,136.65,6012.77,6012.77,0.0,-1079.75
HPQ,2017-08-24,480,0,19.41,9316.8,9316.8,0.0,2102.4
INTC,2017-08-24,191,0,34.71,6629.61,6629.61,0.0,-353.35
GE,2017-08-24,36,0,145.92,5253.11,5253.11,0.0,-1605.25
AMD,2017-08-24,2099,0,12.5,26237.5,26237.5,0.0,2350.88
COHU,2017-08-24,1229,0,17.53,21544.37,21544.37,0.0,4670.2
MSFT,2017-08-24,111,0,72.69,8068.59,8068.59,0.0,1138.86
TXN,2017-08-24,95,0,81.25,7718.75,7718.75,0.0,725.8
CGNX,2017-08-24,537,0,51.61,27714.57,27714.57,0.0,10552.05
IBM,2017-08-25,44,0,137.42,6046.42,6046.42,0.0,-1046.1
HPQ,2017-08-25,480,0,19.31,9268.8,9268.8,0.0,2054.4
INTC,2017-08-25,191,0,34.67,6621.97,6621.97,0.0,-360.99
GE,2017-08-25,36,0,147.06,5294.18,5294.18,0.0,-1564.18
AMD,2017-08-25,2099,0,12.43,26090.57,26090.57,0.0,2203.95
COHU,2017-08-25,1229,0,17.53,21544.37,21544.37,0.0,4670.2
MSFT,2017-08-25,111,0,72.82,8083.02,8083.02,0.0,1153.29
TXN,2017-08-25,95,0,80.98,7693.1,7693.1,0.0,700.15
CGNX,2017-08-25,537,0,51.38,27591.06,27591.06,0.0,10428.54
IBM,2017-08-28,44,0,136.24,5994.68,5994.68,0.0,-1097.84
HPQ,2017-08-28,480,0,19.18,9206.4,9206.4,0.0,1992.0
INTC,2017-08-28,191,0,34.65,6618.15,6618.15,0.0,-364.81
GE,2017-08-28,36,0,146.94,5289.86,5289.86,0.0,-1568.5
AMD,2017-08-28,2099,0,12.23,25670.77,25670.77,0.0,1784.15
COHU,2017-08-28,1229,0,17.66,21704.14,21704.14,0.0,4829.97
MSFT,2017-08-28,111,0,72.83,8084.13,8084.13,0.0,1154.4
TXN,2017-08-28,95,0,80.76,7672.2,7672.2,0.0,679.25
CGNX,2017-08-28,537,0,52.74,28318.7,28318.7,0.0,11156.18
IBM,2017-08-29,44,0,136.85,6021.19,6021.19,0.0,-1071.33
HPQ,2017-08-29,480,0,19.21,9220.8,9220.8,0.0,2006.4
INTC,2017-08-29,191,0,34.73,6633.43,6633.43,0.0,-349.53
GE,2017-08-29,36,0,146.76,5283.37,5283.37,0.0,-1574.99
AMD,2017-08-29,2099,0,12.15,25502.85,25502.85,0.0,1616.23
COHU,2017-08-29,1229,0,17.78,21851.62,21851.62,0.0,4977.45
MSFT,2017-08-29,111,0,73.05,8108.55,8108.55,0.0,1178.82
TXN,2017-08-29,95,0,81.03,7697.85,7697.85,0.0,704.9
CGNX,2017-08-29,537,0,52.94,28426.1,28426.1,0.0,11263.58
IBM,2017-08-30,44,0,136.29,5996.79,5996.79,0.0,-1095.73
HPQ,2017-08-30,480,0,19.17,9201.6,9201.6,0.0,1987.2
INTC,2017-08-30,191,0,34.89,6663.99,6663.99,0.0,-318.97
GE,2017-08-30,36,0,145.8,5248.78,5248.78,0.0,-1609.58
AMD,2017-08-30,2099,0,12.67,26594.33,26594.33,0.0,2707.71
COHU,2017-08-30,1229,0,18.9,23228.1,23228.1,0.0,6353.93
MSFT,2017-08-30,111,0,74.01,8215.11,8215.11,0.0,1285.38
TXN,2017-08-30,95,0,82.31,7819.45,7819.45,0.0,826.5
CGNX,2017-08-30,537,0,54.02,29008.74,29008.74,0.0,11846.22
IBM,2017-08-31,44,0,136.74,6016.56,6016.56,0.0,-1075.96
HPQ,2017-08-31,480,0,19.08,9158.4,9158.4,0.0,1944.0
INTC,2017-08-31,191,0,35.07,6698.37,6698.37,0.0,-284.59
GE,2017-08-31,36,0,147.42,5307.15,5307.15,0.0,-1551.21
AMD,2017-08-31,2099,0,13.0,27287.0,27287.0,0.0,3400.38
COHU,2017-08-31,1229,0,18.76,23056.04,23056.04,0.0,6181.87
MSFT,2017-08-31,111,0,74.77,8299.47,8299.47,0.0,1369.74
TXN,2017-08-31,95,0,82.82,7867.9,7867.9,0.0,874.95
CGNX,2017-08-31,537,0,54.49,29258.45,29258.45,0.0,12095.93
IBM,2017-09-01,44,0,137.74,6060.73,6060.73,0.0,-1031.79
HPQ,2017-09-01,480,0,19.36,9292.8,9292.8,0.0,2078.4
INTC,2017-09-01,191,0,35.09,6702.19,6702.19,0.0,-280.77
GE,2017-09-01,36,0,150.96,5434.7,5434.7,0.0,-1423.66
AMD,2017-09-01,2099,0,13.19,27685.81,27685.81,0.0,3799.19
COHU,2017-09-01,1229,0,18.7,22982.3,22982.3,0.0,6108.13
MSFT,2017-09-01,111,0,73.94,8207.34,8207.34,0.0,1277.61
TXN,2017-09-01,95,0,82.54,7841.3,7841.3,0.0,848.35
CGNX,2017-09-01,537,0,54.17,29086.61,29086.61,0.0,11924.09
IBM,2017-09-05,44,0,136.75,6016.98,6016.98,0.0,-1075.54
HPQ,2017-09-05,480,0,19.24,9235.2,9235.2,0.0,2020.8
INTC,2017-09-05,191,0,35.02,6688.82,6688.82,0.0,-294.14
GE,2017-09-05,36,0,148.62,5350.39,5350.39,0.0,-1507.97
AMD,2017-09-05,2099,0,12.92,27119.08,27119.08,0.0,3232.46
COHU,2017-09-05,1229,0,18.76,23056.04,23056.04,0.0,6181.87
MSFT,2017-09-05,111,0,73.61,8170.71,8170.71,0.0,1240.98
TXN,2017-09-05,95,0,81.85,7775.75,7775.75,0.0,782.8
CGNX,2017-09-05,537,0,53.71,28842.27,28842.27,0.0,11679.75
IBM,2017-09-06,44,0,137.5,6049.79,6049.79,0.0,-1042.73
HPQ,2017-09-06,480,0,19.37,9297.6,9297.6,0.0,2083.2
INTC,2017-09-06,191,0,35.76,6830.16,6830.16,0.0,-152.8
GE,2017-09-06,36,0,149.64,5387.14,5387.14,0.0,-1471.22
AMD,2017-09-06,2099,0,12.86,26993.14,26993.14,0.0,3106.52
COHU,2017-09-06,1229,0,18.78,23080.62,23080.62,0.0,6206.45
MSFT,2017-09-06,111,0,73.4,8147.4,8147.4,0.0,1217.67
TXN,2017-09-06,95,0,82.07,7796.65,7796.65,0.0,803.7
CGNX,2017-09-06,537,0,53.59,28777.83,28777.83,0.0,11615.31
IBM,2017-09-07,44,0,136.62,6011.09,6011.09,0.0,-1081.43
HPQ,2017-09-07,480,0,19.28,9254.4,9254.4,0.0,2040.0
INTC,2017-09-07,191,0,35.54,6788.14,6788.14,0.0,-194.82
GE,2017-09-07,36,0,144.24,5192.58,5192.58,0.0,-1665.78
AMD,2017-09-07,2099,0,12.63,26510.37,26510.37,0.0,2623.75
COHU,2017-09-07,1229,0,18.89,23215.81,23215.81,0.0,6341.64
MSFT,2017-09-07,111,0,74.34,8251.74,8251.74,0.0,1322.01
TXN,2017-09-07,95,0,82.0,7790.0,7790.0,0.0,797.05
CGNX,2017-09-07,537,0,53.92,28957.72,28957.72,0.0,11795.2
IBM,2017-09-08,44,0,136.19,5992.16,5992.16,0.0,-1100.36
HPQ,2017-09-08,480,0,19.12,9177.6,9177.6,0.0,1963.2
INTC,2017-09-08,191,0,35.19,6721.29,6721.29,0.0,-261.67
GE,2017-09-08,36,0,143.04,5149.34,5149.34,0.0,-1709.02
AMD,2017-09-08,2099,0,12.25,25712.75,25712.75,0.0,1826.13
COHU,2017-09-08,1229,0,18.36,22564.44,22564.44,0.0,5690.27
MSFT,2017-09-08,111,0,73.98,8211.78,8211.78,0.0,1282.05
TXN,2017-09-08,95,0,81.38,7731.1,7731.1,0.0,738.15
CGNX,2017-09-08,537,0,53.96,28973.84,28973.84,0.0,11811.32
IBM,2017-09-11,44,0,138.49,6093.54,6093.54,0.0,-998.98
HPQ,2017-09-11,480,0,19.32,9273.6,9273.6,0.0,2059.2
INTC,2017-09-11,191,0,35.77,6832.07,6832.07,0.0,-150.89
GE,2017-09-11,36,0,142.44,5127.72,5127.72,0.0,-1730.64
AMD,2017-09-11,2099,0,12.55,26342.45,26342.45,0.0,2455.83
COHU,2017-09-11,1229,0,19.08,23449.32,23449.32,0.0,6575.15
MSFT,2017-09-11,111,0,74.76,8298.36,8298.36,0.0,1368.63
TXN,2017-09-11,95,0,82.22,7810.9,7810.9,0.0,817.95
CGNX,2017-09-11,537,0,55.45,29776.65,29776.65,0.0,12614.13
IBM,2017-09-12,44,0,139.35,6131.4,6131.4,0.0,-961.12
HPQ,2017-09-12,480,0,19.48,9350.4,9350.4,0.0,2136.0
INTC,2017-09-12,191,0,36.09,6893.19,6893.19,0.0,-89.77
GE,2017-09-12,36,0,143.58,5168.8,5168.8,0.0,-1689.56
AMD,2017-09-12,2099,0,12.3,25817.7,25817.7,0.0,1931.08
COHU,2017-09-12,1229,0,19.35,23781.15,23781.15,0.0,6906.98
MSFT,2017-09-12,111,0,74.68,8289.48,8289.48,0.0,1359.75
TXN,2017-09-12,95,0,82.89,7874.55,7874.55,0.0,881.6
CGNX,2017-09-12,537,0,55.79,29959.23,29959.23,0.0,12796.71
IBM,2017-09-13,44,0,139.57,6141.07,6141.07,0.0,-951.45
HPQ,2017-09-13,480,0,19.28,9254.4,9254.4,0.0,2040.0
INTC,2017-09-13,191,0,36.33,6939.03,6939.03,0.0,-43.93
GE,2017-09-13,36,0,144.78,5212.03,5212.03,0.0,-1646.33
AMD,2017-09-13,2099,0,12.22,25649.78,25649.78,0.0,1763.16
COHU,2017-09-13,1229,0,19.54,24014.66,24014.66,0.0,7140.49
MSFT,2017-09-13,111,0,75.21,8348.31,8348.31,0.0,1418.58
TXN,2017-09-13,95,0,82.7,7856.5,7856.5,0.0,863.55
CGNX,2017-09-13,537,0,55.13,29604.81,29604.81,0.0,12442.29
IBM,2017-09-14,44,0,139.14,6122.14,6122.14,0.0,-970.38
HPQ,2017-09-14,480,0,19.46,9340.8,9340.8,0.0,2126.4
INTC,2017-09-14,191,0,36.48,6967.68,6967.68,0.0,-15.28
GE,2017-09-14,36,0,145.68,5244.46,5244.46,0.0,-1613.9
AMD,2017-09-14,2099,0,12.26,25733.74,25733.74,0.0,1847.12
COHU,2017-09-14,1229,0,19.79,24321.91,24321.91,0.0,7447.74
MSFT,2017-09-14,111,0,74.77,8299.47,8299.47,0.0,1369.74
TXN,2017-09-14,95,0,83.29,7912.55,7912.55,0.0,919.6
CGNX,2017-09-14,537,0,55.64,29878.68,29878.68,0.0,12716.16
IBM,2017-09-15,44,0,138.45,6091.85,6091.85,0.0,-1000.67
HPQ,2017-09-15,480,0,19.47,9345.6,9345.6,0.0,2131.2
INTC,2017-09-15,191,0,37.0,7067.0,7067.0,0.0,84.04
GE,2017-09-15,36,0,143.7,5173.12,5173.12,0.0,-1685.24
AMD,2017-09-15,2099,0,12.52,26279.48,26279.48,0.0,2392.86
COHU,2017-09-15,1229,0,20.03,24616.87,24616.87,0.0,7742.7
MSFT,2017-09-15,111,0,75.31,8359.41,8359.41,0.0,1429.68
TXN,2017-09-15,95,0,84.84,8059.8,8059.8,0.0,1066.85
CGNX,2017-09-15,537,0,55.97,30058.57,30058.57,0.0,12896.05
IBM,2017-09-18,44,0,138.19,6080.5,6080.5,0.0,-1012.02
HPQ,2017-09-18,480,0,19.59,9403.2,9403.2,0.0,2188.8
INTC,2017-09-18,191,0,37.0,7067.0,7067.0,0.0,84.04
GE,2017-09-18,36,0,146.88,5287.7,5287.7,0.0,-1570.66
AMD,2017-09-18,2099,0,13.08,27454.92,27454.92,0.0,3568.3
COHU,2017-09-18,1229,0,23.27,28598.83,28598.83,0.0,11724.66
MSFT,2017-09-18,111,0,75.16,8342.76,8342.76,0.0,1413.03
TXN,2017-09-18,95,0,86.14,8183.3,8183.3,0.0,1190.35
CGNX,2017-09-18,537,0,57.22,30727.14,30727.14,0.0,13564.62
IBM,2017-09-19,44,0,138.04,6073.77,6073.77,0.0,-1018.75
HPQ,2017-09-19,480,0,19.49,9355.2,9355.2,0.0,2140.8
INTC,2017-09-19,191,0,37.23,7110.93,7110.93,0.0,127.97
GE,2017-09-19,36,0,145.32,5231.49,5231.49,0.0,-1626.87
AMD,2017-09-19,2099,0,13.12,27538.88,27538.88,0.0,3652.26
COHU,2017-09-19,1229,0,23.2,28512.8,28512.8,0.0,11638.63
MSFT,2017-09-19,111,0,75.44,8373.84,8373.84,0.0,1444.11
TXN,2017-09-19,95,0,86.81,8246.95,8246.95,0.0,1254.0
CGNX,2017-09-19,537,0,57.03,30625.11,30625.11,0.0,13462.59
IBM,2017-09-20,44,0,139.46,6136.44,6136.44,0.0,-956.08
HPQ,2017-09-20,480,0,19.6,9408.0,9408.0,0.0,2193.6
INTC,2017-09-20,191,0,37.07,7080.37,7080.37,0.0,97.41
GE,2017-09-20,36,0,146.04,5257.43,5257.43,0.0,-1600.93
AMD,2017-09-20,2099,0,13.74,28840.26,28840.26,0.0,4953.64
COHU,2017-09-20,1229,0,22.29,27394.41,27394.41,0.0,10520.24
MSFT,2017-09-20,111,0,74.94,8318.34,8318.34,0.0,1388.61
TXN,2017-09-20,95,0,85.83,8153.85,8153.85,0.0,1160.9
CGNX,2017-09-20,537,0,56.6,30396.88,30396.88,0.0,13234.36
IBM,2017-09-21,44,0,138.87,6110.36,6110.36,0.0,-982.16
HPQ,2017-09-21,480,0,19.77,9489.6,9489.6,0.0,2275.2
INTC,2017-09-21,191,0,37.2,7105.2,7105.2,0.0,122.24
GE,2017-09-21,36,0,148.62,5350.39,5350.39,0.0,-1507.97
AMD,2017-09-21,2099,0,13.41,28147.59,28147.59,0.0,4260.97
COHU,2017-09-21,1229,0,22.27,27369.83,27369.83,0.0,10495.66
MSFT,2017-09-21,111,0,74.21,8237.31,8237.31,0.0,1307.58
TXN,2017-09-21,95,0,86.05,8174.75,8174.75,0.0,1181.8
CGNX,2017-09-21,537,0,56.7,30447.9,30447.9,0.0,13285.38
IBM,2017-09-22,44,0,138.75,6104.89,6104.89,0.0,-987.63
HPQ,2017-09-22,480,0,19.94,9571.2,9571.2,0.0,2356.8
INTC,2017-09-22,191,0,37.18,7101.38,7101.38,0.0,118.42
GE,2017-09-22,36,0,149.34,5376.33,5376.33,0.0,-1482.03
AMD,2017-09-22,2099,0,13.3,27916.7,27916.7,0.0,4030.08
COHU,2017-09-22,1229,0,22.7,27898.3,27898.3,0.0,11024.13
MSFT,2017-09-22,111,0,74.41,8259.51,8259.51,0.0,1329.78
TXN,2017-09-22,95,0,88.27,8385.65,8385.65,0.0,1392.7
CGNX,2017-09-22,537,0,56.72,30455.96,30455.96,0.0,13293.44
IBM,2017-09-25,44,0,139.46,6136.02,6136.02,0.0,-956.5
HPQ,2017-09-25,480,0,19.85,9528.0,9528.0,0.0,2313.6
INTC,2017-09-25,191,0,37.16,7097.56,7097.56,0.0,114.6
GE,2017-09-25,36,0,150.78,5428.21,5428.21,0.0,-1430.15
AMD,2017-09-25,2099,0,12.61,26468.39,26468.39,0.0,2581.77
COHU,2017-09-25,1229,0,22.49,27640.21,27640.21,0.0,10766.04
MSFT,2017-09-25,111,0,73.26,8131.86,8131.86,0.0,1202.13
TXN,2017-09-25,95,0,87.5,8312.5,8312.5,0.0,1319.55
CGNX,2017-09-25,537,0,55.05,29561.85,29561.85,0.0,12399.33
IBM,2017-09-26,44,0,140.11,6165.05,6165.05,0.0,-927.47
HPQ,2017-09-26,480,0,19.88,9542.4,9542.4,0.0,2328.0
INTC,2017-09-26,191,0,37.47,7156.77,7156.77,0.0,173.81
GE,2017-09-26,36,0,149.7,5389.3,5389.3,0.0,-1469.06
AMD,2017-09-26,2099,0,12.45,26132.55,26132.55,0.0,2245.93
COHU,2017-09-26,1229,0,22.03,27074.87,27074.87,0.0,10200.7
MSFT,2017-09-26,111,0,73.26,8131.86,8131.86,0.0,1202.13
TXN,2017-09-26,95,0,87.7,8331.5,8331.5,0.0,1338.55
CGNX,2017-09-26,537,0,54.38,29199.38,29199.38,0.0,12036.86
IBM,2017-09-27,44,0,139.25,6127.19,6127.19,0.0,-965.33
HPQ,2017-09-27,480,0,19.87,9537.6,9537.6,0.0,2323.2
INTC,2017-09-27,191,0,37.54,7170.14,7170.14,0.0,187.18
GE,2017-09-27,36,0,146.34,5268.24,5268.24,0.0,-1590.12
AMD,2017-09-27,2099,0,12.74,26741.26,26741.26,0.0,2854.64
COHU,2017-09-27,1229,0,23.15,28451.35,28451.35,0.0,11577.18
MSFT,2017-09-27,111,0,73.85,8197.35,8197.35,0.0,1267.62
TXN,2017-09-27,95,0,88.81,8436.95,8436.95,0.0,1444.0
CGNX,2017-09-27,537,0,55.26,29674.62,29674.62,0.0,12512.1
IBM,2017-09-28,44,0,139.25,6127.19,6127.19,0.0,-965.33
HPQ,2017-09-28,480,0,19.97,9585.6,9585.6,0.0,2371.2
INTC,2017-09-28,191,0,37.83,7225.53,7225.53,0.0,242.57
GE,2017-09-28,36,0,145.56,5240.14,5240.14,0.0,-1618.22
AMD,2017-09-28,2099,0,12.74,26741.26,26741.26,0.0,2854.64
COHU,2017-09-28,1229,0,23.58,28979.82,28979.82,0.0,12105.65
MSFT,2017-09-28,111,0,73.87,8199.57,8199.57,0.0,1269.84
TXN,2017-09-28,95,0,89.65,8516.75,8516.75,0.0,1523.8
CGNX,2017-09-28,537,0,55.01,29537.69,29537.69,0.0,12375.17
IBM,2017-09-29,44,0,138.7,6102.79,6102.79,0.0,-989.73
HPQ,2017-09-29,480,0,19.96,9580.8,9580.8,0.0,2366.4
INTC,2017-09-29,191,0,38.08,7273.28,7273.28,0.0,290.32
GE,2017-09-29,36,0,145.2,5227.17,5227.17,0.0,-1631.19
AMD,2017-09-29,2099,0,12.75,26762.25,26762.25,0.0,2875.63
COHU,2017-09-29,1229,0,23.84,29299.36,29299.36,0.0,12425.19
MSFT,2017-09-29,111,0,74.49,8268.39,8268.39,0.0,1338.66
TXN,2017-09-29,95,0,89.64,8515.8,8515.8,0.0,1522.85
CGNX,2017-09-29,537,0,55.14,29610.18,29610.18,0.0,12447.66
IBM,2017-10-02,44,0,140.21,6169.25,6169.25,0.0,-923.27
HPQ,2017-10-02,480,0,20.12,9657.6,9657.6,0.0,2443.2
INTC,2017-10-02,191,0,39.04,7456.64,7456.64,0.0,473.68
GE,2017-10-02,36,0,147.54,5311.48,5311.48,0.0,-1546.88
AMD,2017-10-02,2099,0,12.71,26678.29,26678.29,0.0,2791.67
